URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2011,https://insights.blackcoffer.com/ml-and-ai-based-insurance-premium-model-to-predict-premium-to-be-charged-by-the-insurance-company/,148.0,43.0,0.5497382170170774,0.28765060197642983,,,,,,,,,
bctech2012,https://insights.blackcoffer.com/streamlined-integration-interactive-brokers-api-with-python-for-desktop-trading-application/,19.0,11.0,0.26666665777777804,0.15151515074992347,,,,,,,,,
bctech2013,https://insights.blackcoffer.com/efficient-data-integration-and-user-friendly-interface-development-navigating-challenges-in-web-application-deployment/,19.0,10.0,0.3103448168846615,0.13302752232556184,,,,,,,,,
bctech2014,https://insights.blackcoffer.com/effective-management-of-social-media-data-extraction-strategies-for-authentication-security-and-reliability/,10.0,9.0,0.05263157617728546,0.08920187751548414,,,,,,,,,
bctech2015,https://insights.blackcoffer.com/streamlined-trading-operations-interface-for-metatrader-4-empowering-efficient-management-and-monitoring/,12.0,4.0,0.4999999687500019,0.09302325527312061,,,,,,,,,
bctech2016,https://insights.blackcoffer.com/efficient-aws-infrastructure-setup-and-management-addressing-security-scalability-and-compliance/,10.0,13.0,-0.1304347769376184,0.11165048489490056,,,,,,,,,
bctech2017,https://insights.blackcoffer.com/streamlined-equity-waterfall-calculation-and-deal-management-system/,6.0,7.0,-0.07692307100591762,0.08441558386743127,,,,,,,,,
bctech2018,https://insights.blackcoffer.com/automated-orthopedic-case-report-generation-harnessing-web-scraping-and-ai-integration/,9.0,8.0,0.05882352595155729,0.10691823832126894,,,,,,,,,
bctech2019,https://insights.blackcoffer.com/streamlining-time-calculation-in-warehouse-management-leveraging-shiphero-api-and-google-bigquery-integration/,8.0,17.0,-0.35999998560000057,0.15060240873131078,,,,,,,,,
bctech2020,https://insights.blackcoffer.com/efficient-database-design-and-management-streamlining-access-and-integration-for-partner-entity-management/,29.0,11.0,0.4499999887500003,0.1687763705958803,,,,,,,,,
bctech2021,https://insights.blackcoffer.com/automated-campaign-management-system-a-comprehensive-solution-with-linkedin-and-email-integration/,30.0,11.0,0.4634146228435458,0.22527472403695206,,,,,,,,,
bctech2022,https://insights.blackcoffer.com/ai-driven-data-analysis-ai-tool-using-langchain-for-a-leading-real-estate-and-financing-firm-worldwide/,19.0,9.0,0.35714284438775556,0.10894941591848477,,,,,,,,,
bctech2023,https://insights.blackcoffer.com/grafana-dashboard-to-visualize-and-analyze-sensors-data/,15.0,6.0,0.4285714081632663,0.10194174707795269,,,,,,,,,
bctech2024,https://insights.blackcoffer.com/mvp-for-a-software-that-analyses-content-from-audio-pharma-based/,28.0,13.0,0.3658536496133256,0.14695340449120645,,,,,,,,,
bctech2025,https://insights.blackcoffer.com/data-engineering-and-management-tool-airbyte-with-custom-data-connectors-to-manage-crm-database/,27.0,11.0,0.4210526204986153,0.146153845591716,,,,,,,,,
bctech2026,https://insights.blackcoffer.com/text-summarizing-tool-to-scrape-and-summarize-pubmed-medical-papers/,34.0,8.0,0.6190476043083905,0.1458333328269676,,,,,,,,,
bctech2027,https://insights.blackcoffer.com/7up7down-10updown-snakes-and-ladder-games-built-using-oops/,21.0,6.0,0.5555555349794246,0.11203319455587886,,,,,,,,,
bctech2028,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function/,28.0,14.0,0.3333333253968256,0.16470588170703576,,,,,,,,,
bctech2029,https://insights.blackcoffer.com/end-to-end-tool-to-optimize-routing-and-planning-of-field-engineers-using-googles-cvrp-tw-algorithm/,37.0,13.0,0.47999999040000024,0.14925373089775007,,,,,,,,,
bctech2030,https://insights.blackcoffer.com/end-to-end-tool-to-predict-biofuel-prices-using-ieso-data/,24.0,24.0,0.0,0.18461538390532545,,,,,,,,,
bctech2031,https://insights.blackcoffer.com/etl-discovery-tool-using-llma-langchain-openai/,24.0,14.0,0.26315788781163457,0.12140575041084425,,,,,,,,,
bctech2032,https://insights.blackcoffer.com/gpt-ocr-api/,2.0,4.0,-0.33333327777778704,0.04511278161569337,,,,,,,,,
bctech2033,https://insights.blackcoffer.com/dockerize-the-aws-lambda-for-serverless-architecture/,9.0,15.0,-0.24999998958333375,0.12631578880886427,,,,,,,,,
bctech2034,https://insights.blackcoffer.com/design-and-develop-a-product-recommendation-engine-based-on-the-features-of-products/,32.0,29.0,0.049180327062617595,0.24302788747797655,,,,,,,,,
bctech2035,https://insights.blackcoffer.com/database-discovery-tool-using-openai/,30.0,25.0,0.09090908925619838,0.2217741926541363,,,,,,,,,
bctech2036,https://insights.blackcoffer.com/automate-the-data-management-process/,18.0,25.0,-0.16279069388858852,0.15302491048745584,,,,,,,,,
bctech2037,https://insights.blackcoffer.com/realtime-kibana-dashboard-for-a-financial-tech-firm/,20.0,14.0,0.17647058304498286,0.15111111043950617,,,,,,,,,
bctech2038,https://insights.blackcoffer.com/data-management-etl-and-data-automation/,5.0,4.0,0.11111109876543349,0.06976744131963224,,,,,,,,,
bctech2039,https://insights.blackcoffer.com/data-management-egeas/,4.0,1.0,0.599999880000024,0.057471263707226855,,,,,,,,,
bctech2040,https://insights.blackcoffer.com/design-and-develop-powershell-script/,3.0,2.0,0.199999960000008,0.05681818117252067,,,,,,,,,
bctech2041,https://insights.blackcoffer.com/design-and-develop-jenkins-shared-library/,3.0,4.0,-0.1428571224489825,0.0985915479071613,,,,,,,,,
bctech2042,https://insights.blackcoffer.com/design-and-develop-retool-app-for-wholecell-io-and-asana-data-using-their-apis/,4.0,3.0,0.1428571224489825,0.08974358859303092,,,,,,,,,
bctech2043,https://insights.blackcoffer.com/design-and-develop-a-retool-app-that-will-show-stock-and-crypto-related-information-using-iex-api/,5.0,4.0,0.11111109876543349,0.07142857086167802,,,,,,,,,
bctech2044,https://insights.blackcoffer.com/crm-monday-com-make-com-to-data-warehouse-to-klipfolio-dashboard/,8.0,4.0,0.3333333055555579,0.09160305273585456,,,,,,,,,
bctech2045,https://insights.blackcoffer.com/ner-task-using-bert-with-data-in-xml-format/,6.0,5.0,0.09090908264462885,0.0763888883584105,,,,,,,,,
bctech2046,https://insights.blackcoffer.com/qualtrics-api-integration-using-python/,4.0,2.0,0.33333327777778704,0.06382978655500227,,,,,,,,,
bctech2047,https://insights.blackcoffer.com/design-and-develop-mlops-framework-for-data-centric-ai/,7.0,4.0,0.2727272479338866,0.062146892304254846,,,,,,,,,
bctech2048,https://insights.blackcoffer.com/nlp-based-approach-for-data-transformation/,3.0,4.0,-0.1428571224489825,0.08749999890625001,,,,,,,,,
bctech2049,https://insights.blackcoffer.com/an-etl-tool-to-pull-data-from-shiphero-to-google-bigquery-data-warehouse/,6.0,7.0,-0.07692307100591762,0.08280254724329587,,,,,,,,,
bctech2050,https://insights.blackcoffer.com/plaid-financial-analytics-a-data-driven-dashboard-to-generate-insights/,6.0,6.0,0.0,0.1132075461018156,,,,,,,,,
bctech2051,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,14.0,6.0,0.399999980000001,0.10101010049994899,,,,,,,,,
bctech2052,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,12.0,4.0,0.4999999687500019,0.15533980431708927,,,,,,,,,
bctech2053,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7.0,2.0,0.5555554938271674,0.0899999991,,,,,,,,,
bctech2054,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11.0,3.0,0.5714285306122479,0.1538461521555368,,,,,,,,,
bctech2055,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,16.0,6.0,0.4545454338842984,0.1999999981818182,,,,,,,,,
bctech2056,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,22.0,10.0,0.3749999882812504,0.09039547997063424,,,,,,,,,
bctech2057,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,9.0,10.0,-0.05263157617728546,0.11728394989330895,,,,,,,,,
bctech2058,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,15.0,7.0,0.36363634710743875,0.09442060045313047,,,,,,,,,
bctech2059,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,9.0,8.0,0.05882352595155729,0.13385826666253334,,,,,,,,,
bctech2060,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7.0,5.0,0.16666665277777895,0.09999999916666667,,,,,,,,,
bctech2061,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,7.0,6.0,0.07692307100591762,0.06914893580239928,,,,,,,,,
bctech2062,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,9.0,7.0,0.12499999218750048,0.11940298418355982,,,,,,,,,
